id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
target::microglia,Microglia,target,Target__Microglia,pipeline/target,,,,,,,
moa::unknown_microglia_modulation,Unknown microglia modulation,moa,MoA__Unknown_microglia_modulation,pipeline/moa,,,,,,,
indication::parkinson's_disease,Parkinson's disease,indication,Indication__Parkinson's_disease,pipeline/indication,,,,,,,
scorecard::hanyang_university_lead_compound_fast_triage_20260623,Scorecard - Lead compound,scorecard,Scorecard__Lead_compound__Hanyang_University_Lead_compound_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
asset::cns_xdc,CNS XDC,asset,Asset__CNS_XDC,pipeline/asset;theme/unknown,,Do not run Full Scout,E0,,,,
review::harbour_biomed_cns_xdc_fast_triage_20260623,Fast Triage — CNS XDC,review,Review__Harbour_BioMed_CNS_XDC_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::harbour_biomed_(guangzhou)_co_ltd,Harbour BioMed (Guangzhou) Co Ltd,company,Company__Harbour_BioMed_(Guangzhou)_Co_Ltd,pipeline/company,,,,,,,
moa::undisclosed_antibody-drug_or_xdc_cns_platform_concept,Undisclosed antibody-drug or XDC CNS platform concept,moa,MoA__Undisclosed_antibody-drug_or_XDC_CNS_platform_concept,pipeline/moa,,,,,,,
modality::ab,Ab,modality,Modality__Ab,pipeline/modality,,,,,,,
indication::unspecified_central_nervous_system_disorders,Unspecified Central Nervous System Disorders,indication,Indication__Unspecified_Central_Nervous_System_Disorders,pipeline/indication,,,,,,,
theme::unknown,Unknown,theme,Theme__Unknown,skbp/theme,,,,,,,
cluster::unknown,Unknown,cluster,Cluster__Unknown,skbp/cluster,,,,,,,
scorecard::harbour_biomed_cns_xdc_fast_triage_20260623,Scorecard - CNS XDC,scorecard,Scorecard__CNS_XDC__Harbour_BioMed_CNS_XDC_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
source::https_www.harbourbiomed.com,Harbour BioMed official website,source,Source__Harbour_BioMed_official_website,pipeline/source;source/other,,,E0,,,,
asset::next-generation_biologics,Next-Generation Biologics,asset,Asset__Next-Generation_Biologics,pipeline/asset;theme/unknown,,Do not run Full Scout,E0,,,,
review::harbour_biomed_next_generation_biologics_fast_triage_20260623,Fast Triage — Next-Generation Biologics,review,Review__Harbour_BioMed_Next_Generation_Biologics_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
moa::undisclosed_bispecific_multispecific_antibody_approach,Undisclosed bispecific/multispecific antibody approach,moa,MoA__Undisclosed_bispecific_multispecific_antibody_approach,pipeline/moa,,,,,,,
modality::bispecific_multi-specific_antibodies,Bispecific/Multi-specific Antibodies,modality,Modality__Bispecific_Multi-specific_Antibodies,pipeline/modality,,,,,,,
scorecard::harbour_biomed_next_generation_biologics_fast_triage_20260623,Scorecard - Next-Generation Biologics,scorecard,Scorecard__Next-Generation_Biologics__Harbour_BioMed_Next_Generation_Biologics_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
asset::hb-02,HB-02,asset,Asset__HB-02,pipeline/asset;theme/neuroimmune,,Run Full Scout,E0,,,,
review::healthbiome_hb-02_fast_triage_20260623,Fast Triage — HB-02,review,Review__HealthBiome_HB-02_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::healthbiome_inc,HealthBiome Inc,company,Company__HealthBiome_Inc,pipeline/company,,,,,,,
target::gut_microbiome,Gut microbiome,target,Target__Gut_microbiome,pipeline/target,,,,,,,
moa::live_biotherapeutic_product_targeting_gut-brain_microbiome_axis,Live biotherapeutic product targeting gut-brain/microbiome axis,moa,MoA__Live_biotherapeutic_product_targeting_gut-brain_microbiome_axis,pipeline/moa,,,,,,,
modality::lbp,LBP,modality,Modality__LBP,pipeline/modality,,,,,,,
indication::alzheimer's_disease;_dementia,Alzheimer's Disease; Dementia,indication,Indication__Alzheimer's_Disease;_Dementia,pipeline/indication,,,,,,,
scorecard::healthbiome_hb-02_fast_triage_20260623,Scorecard - HB-02,scorecard,Scorecard__HB-02__HealthBiome_HB-02_fast_triage_20260623,pipeline/scorecard,,Run Full Scout,E0,,,,
source::https_healthbiome.co.kr,HealthBiome official site,source,Source__HealthBiome_official_site,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_drug_3877c8e8f53a4437bc903307d8cec6a0,Synapse HB-02,source,Source__Synapse_HB-02,pipeline/source;source/other,,,E0,,,,
asset::hb-03,HB-03,asset,Asset__HB-03,pipeline/asset;theme/neuroimmune,,Do not run Full Scout,E0,,,,
review::healthbiome_hb-03_fast_triage_20260623,Fast Triage — HB-03,review,Review__HealthBiome_HB-03_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
"moa::live_biotherapeutic_product,_details_unknown","Live biotherapeutic product, details unknown",moa,"MoA__Live_biotherapeutic_product,_details_unknown",pipeline/moa,,,,,,,
indication::neurodegenerative_diseases,Neurodegenerative diseases,indication,Indication__Neurodegenerative_diseases,pipeline/indication,,,,,,,
scorecard::healthbiome_hb-03_fast_triage_20260623,Scorecard - HB-03,scorecard,Scorecard__HB-03__HealthBiome_HB-03_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
asset::hb-05,HB-05,asset,Asset__HB-05,pipeline/asset;theme/neuroimmune,,Do not run Full Scout,E0,,,,
review::healthbiome_hb-05_fast_triage_20260623,Fast Triage — HB-05,review,Review__HealthBiome_HB-05_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
indication::cognitive_disorders,Cognitive Disorders,indication,Indication__Cognitive_Disorders,pipeline/indication,,,,,,,
scorecard::healthbiome_hb-05_fast_triage_20260623,Scorecard - HB-05,scorecard,Scorecard__HB-05__HealthBiome_HB-05_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
asset::hzr-061,HZR-061,asset,Asset__HZR-061,pipeline/asset;theme/neuroimmune,,Do not run Full Scout,E0,,,,
review::healzen_hzr-061_fast_triage_20260623,Fast Triage — HZR-061,review,Review__HealZen_HZR-061_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::healzen_therapeutics_co_ltd,HealZen Therapeutics Co Ltd,company,Company__HealZen_Therapeutics_Co_Ltd,pipeline/company,,,,,,,
target::stat3,STAT3,target,Target__STAT3,pipeline/target,,,,,,,
moa::targeted_protein_degradation_of_stat3,Targeted protein degradation of STAT3,moa,MoA__Targeted_protein_degradation_of_STAT3,pipeline/moa,,,,,,,
modality::tpd,TPD,modality,Modality__TPD,pipeline/modality,,,,,,,
indication::multiple_sclerosis,Multiple sclerosis,indication,Indication__Multiple_sclerosis,pipeline/indication,,,,,,,
scorecard::healzen_hzr-061_fast_triage_20260623,Scorecard - HZR-061,scorecard,Scorecard__HZR-061__HealZen_HZR-061_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
source::https_www.healzentx.com,HealZen official site,source,Source__HealZen_official_site,pipeline/source;source/other,,,E0,,,,
asset::glycoprotein_29-modified_deferoxamine,glycoprotein 29-modified deferoxamine,asset,Asset__glycoprotein_29-modified_deferoxamine,pipeline/asset;theme/neuroimmune,,Run Full Scout,E0,,,,
review::hebei_normal_university_dfo_nanoparticle_fast_triage_20260623,Fast Triage — glycoprotein 29-modified deferoxamine,review,Review__Hebei_Normal_University_DFO_nanoparticle_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::hebei_normal_university,Hebei Normal University,company,Company__Hebei_Normal_University,pipeline/company,,,,,,,
target::brain_iron_overload,Brain iron overload,target,Target__Brain_iron_overload,pipeline/target,,,,,,,
moa::bbb-targeted_deferoxamine_nanoparticle_to_remove_excess_brain_iron,BBB-targeted deferoxamine nanoparticle to remove excess brain iron,moa,MoA__BBB-targeted_deferoxamine_nanoparticle_to_remove_excess_brain_iron,pipeline/moa,,,,,,,
modality::nanoparticle,Nanoparticle,modality,Modality__Nanoparticle,pipeline/modality,,,,,,,
cluster::cns_손상_면역반응,CNS 손상 면역반응,cluster,Cluster__CNS_손상_면역반응,skbp/cluster,,,,,,,
scorecard::hebei_normal_university_dfo_nanoparticle_fast_triage_20260623,Scorecard - glycoprotein 29-modified deferoxamine,scorecard,Scorecard__glycoprotein_29-modified_deferoxamine__Hebei_Normal_University_DFO_nanoparticle_fast_triage_20260623,pipeline/scorecard,,Run Full Scout,E0,,,,
source::https_en.hbnu.edu.cn_main.htm,Hebei Normal University official site,source,Source__Hebei_Normal_University_official_site,pipeline/source;source/other,,,E0,,,,
asset::hec20002,HEC20002,asset,Asset__HEC20002,pipeline/asset;theme/e_i_balance,,Do not run Full Scout,E0,,,,
review::hec_pharm_hec20002_fast_triage_20260623,Fast Triage — HEC20002,review,Review__HEC_Pharm_HEC20002_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::hec_pharm,HEC Pharm,company,Company__HEC_Pharm,pipeline/company,,,,,,,
target::mao-b,MAO-B,target,Target__MAO-B,pipeline/target,,,,,,,
moa::mao-b_inhibitor,MAO-B inhibitor,moa,MoA__MAO-B_inhibitor,pipeline/moa,,,,,,,
scorecard::hec_pharm_hec20002_fast_triage_20260623,Scorecard - HEC20002,scorecard,Scorecard__HEC20002__HEC_Pharm_HEC20002_fast_triage_20260623,pipeline/scorecard,,Do not run Full Scout,E0,,,,
source::https_www.hecpharm.com_en,HEC Pharm official site,source,Source__HEC_Pharm_official_site,pipeline/source;source/other,,,E0,,,,
asset::hb018,HB018,asset,Asset__HB018,pipeline/asset;theme/no_theme,,N/A,E0,,,,
review::hefei_huafang_hb018_fast_triage_20260623,Fast Triage — HB018,review,Review__Hefei_Huafang_HB018_fast_triage_20260623,pipeline/review;workflow/fast_triage,,N/A,E0,Fast Triage,Fast Triage,,
company::hefei_huafang_pharmaceutical_sciences_and_technology,Hefei Huafang Pharmaceutical Sciences and Technology,company,Company__Hefei_Huafang_Pharmaceutical_Sciences_and_Technology,pipeline/company,,,,,,,
moa::unknown,Unknown,moa,MoA__Unknown,pipeline/moa,,,,,,,
indication::schizophrenia,Schizophrenia,indication,Indication__Schizophrenia,pipeline/indication,,,,,,,
theme::no_theme,No Theme,theme,Theme__No_Theme,skbp/theme,,,,,,,
cluster::no_mapped_skbp_cluster,No mapped SKBP cluster,cluster,Cluster__No_mapped_SKBP_cluster,skbp/cluster,,,,,,,
scorecard::hefei_huafang_hb018_fast_triage_20260623,Scorecard - HB018,scorecard,Scorecard__HB018__Hefei_Huafang_HB018_fast_triage_20260623,pipeline/scorecard,,N/A,E0,,,,
asset::cxjm-66_injection,CXJM-66 Injection,asset,Asset__CXJM-66_Injection,pipeline/asset;theme/e_i_balance,,Run Full Scout,E0,,,,
review::humanwell_cxjm-66_fast_triage_20260623,Fast Triage — CXJM-66 Injection,review,Review__Humanwell_CXJM-66_fast_triage_20260623,pipeline/review;workflow/fast_triage,,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::humanwell_healthcare_group,Humanwell Healthcare Group,company,Company__Humanwell_Healthcare_Group,pipeline/company,,,,,,,
target::vgscs,VGSCs,target,Target__VGSCs,pipeline/target,,,,,,,
moa::voltage-gated_sodium_channel_modulation_for_surgical_anesthesia_and_pos_17f2679a,Voltage-gated sodium channel modulation for surgical anesthesia and postoperative pain management,moa,MoA__Voltage-gated_sodium_channel_modulation_for_surgical_anesthesia_and_pos_17f2679a,pipeline/moa,,,,,,,
indication::acute_pain;_surgical_anesthesia_and_postoperative_pain_management,Acute pain; surgical anesthesia and postoperative pain management,indication,Indication__Acute_pain;_surgical_anesthesia_and_postoperative_pain_management,pipeline/indication,,,,,,,
scorecard::humanwell_cxjm-66_fast_triage_20260623,Scorecard - CXJM-66 Injection,scorecard,Scorecard__CXJM-66_Injection__Humanwell_CXJM-66_fast_triage_20260623,pipeline/scorecard,,Run Full Scout,E0,,,,
source::https_en.humanwell.com.cn,Humanwell official site,source,Source__Humanwell_official_site,pipeline/source;source/other,,,E0,,,,
source::https_en.likang-pharma.com_news_213.html,Yichang Renfu CXJM-66 clinical trial approval,source,Source__Yichang_Renfu_CXJM-66_clinical_trial_approval,pipeline/source;source/regulatory,,,E0,,,,
source::https_synapse.patsnap.com_drug_09e0b67b6d02474ea75e89ed532a7df5,Synapse CXJM-66,source,Source__Synapse_CXJM-66,pipeline/source;source/clinical_trial_registry,,,E0,,,,
asset::gxc-303,GXC-303,asset,Asset__GXC-303,pipeline/asset;theme/others,7,Run Full Scout,E0,,,,
review::genixcure_gxc-303_20260713,Full Scout — GXC-303,review,Review__GenixCure_GXC-303_20260713,pipeline/review;workflow/full_scout,11,Deprioritize,E4,Full Scout,Full Scout,,
company::genixcure,GenixCure,company,Company__GenixCure,pipeline/company,,,,,,,
target::stmn2_tdp-43–stmn2_axis,STMN2 / TDP-43–STMN2 axis,target,Target__STMN2_TDP-43–STMN2_axis,pipeline/target,,,,,,,
moa::stmn2_발현_회복을_통해_motor-neuron_axonal_maintenance_regeneration을_촉진하려는_유전자_47910c81,STMN2 발현 회복을 통해 motor-neuron axonal maintenance/regeneration을 촉진하려는 유전자치료 접근; 정확한 cargo 설계는 비공개,moa,MoA__STMN2_발현_회복을_통해_motor-neuron_axonal_maintenance_regeneration을_촉진하려는_유전자_47910c81,pipeline/moa,,,,,,,
modality::aav-based_gene_therapy;_care_insightminer-engineered_cns_neuron-targete_40de3825,"AAV-based gene therapy; CARE/InsightMiner-engineered CNS/neuron-targeted capsid family, exact GXC-303 capsid/version unconfirmed",modality,Modality__AAV-based_gene_therapy;_CARE_InsightMiner-engineered_CNS_neuron-targete_40de3825,pipeline/modality,,,,,,,
"indication::als,_likely_tdp-43_stmn2-deficient_sporadic_als;_exact_biomarker-select_f3022790","ALS, likely TDP-43/STMN2-deficient sporadic ALS; exact biomarker-selected population not disclosed",indication,"Indication__ALS,_likely_TDP-43_STMN2-deficient_sporadic_ALS;_exact_biomarker-select_f3022790",pipeline/indication,,,,,,,
cluster::n_a,N/A,cluster,Cluster__N-A,skbp/cluster,,,,,,,
scorecard::genixcure_gxc-303_20260713,Scorecard - GXC-303,scorecard,Scorecard__GXC-303__GenixCure_GXC-303_20260713,pipeline/scorecard,11,Deprioritize,E4,,,,
competitor::quralis_qrl-201,QRL-201,competitor,Competitor__QurAlis__QRL-201,pipeline/competitor,,,,,,,
competitor::celosia_therapeutics_ctx1000,CTx1000,competitor,Competitor__Celosia_Therapeutics__CTx1000,pipeline/competitor,,,,,,,
competitor::uniqure_amt-162,AMT-162,competitor,Competitor__uniQure__AMT-162,pipeline/competitor,,,,,,,
competitor::biogen_ionis_qalsody_(tofersen),Qalsody (tofersen),competitor,Competitor__Biogen_Ionis__Qalsody_(tofersen),pipeline/competitor,,,,,,,
competitor::ionis_otsuka_ulefnersen_(ion363),Ulefnersen (ION363),competitor,Competitor__Ionis_Otsuka__Ulefnersen_(ION363),pipeline/competitor,,,,,,,
source::s1,S1,source,Source__S1,pipeline/source;source/other,,,E4,,,,
source::s2,S2,source,Source__S2,pipeline/source;source/other,,,E4,,,,
source::s3,S3,source,Source__S3,pipeline/source;source/other,,,E4,,,,
source::s4,S4,source,Source__S4,pipeline/source;source/other,,,E4,,,,
source::s13,S13,source,Source__S13,pipeline/source;source/other,,,E4,,,,
source::https_www.genix-cure.com_company_pipeline.php,GenixCure Pipeline,source,Source__GenixCure_Pipeline,pipeline/source;source/official_company_pipeline,,,E4,,,,
source::https_dailypharm.com_user_news_2900,"루게릭병 표적옵션 등장…제약사들, 질환 원인 정조준",source,"Source__루게릭병_표적옵션_등장…제약사들,_질환_원인_정조준",pipeline/source;source/reputable_biotech_news,,,E4,,,,
source::https_www.genix-cure.com_bbs_mode=view&num=44&so_table=news,GenixCure BIO USA 2025 partnering update,source,Source__GenixCure_BIO_USA_2025_partnering_update,pipeline/source;source/official_company_news,,,E4,,,,
source::https_postbi.jbnu.ac.kr_bbs_postbi_4612_388799_artclview.do,제닉스큐어 AAV 플랫폼 인터뷰,source,Source__제닉스큐어_AAV_플랫폼_인터뷰,pipeline/source;source/company_interview,,,E4,,,,
source::https_www.science.org_doi_10.1126_science.abq5622,Mechanism of STMN2 cryptic splice-polyadenylation and its correction,source,Source__Mechanism_of_STMN2_cryptic_splice-polyadenylation_and_its_correction,pipeline/source;source/peer_reviewed_publication,,,E4,,,,
source::https_pubmed.ncbi.nlm.nih.gov_40392845,Stathmin-2 enhances motor axon regeneration,source,Source__Stathmin-2_enhances_motor_axon_regeneration,pipeline/source;source/peer_reviewed_publication,,,E4,,,,
source::https_www.quralis.com_news_quralis-demonstrates-effects-on-disease-prog_4b6f7426,QRL-201 ANQUR Phase 1/2 interim update,source,Source__QRL-201_ANQUR_Phase_1_2_interim_update,pipeline/source;source/official_competitor_news,,,E4,,,,
source::https_clinicaltrials.gov_study_nct07401121,NCT07401121 — CTx1000 KOANEWA,source,Source__NCT07401121_—_CTx1000_KOANEWA,pipeline/source;source/clinical_trial_registry,,,E4,,,,
source::https_www.fda.gov_drugs_news-events-human-drugs_fda-approves-treatment-_b9f55f97,FDA approval of Qalsody for SOD1-ALS,source,Source__FDA_approval_of_Qalsody_for_SOD1-ALS,pipeline/source;source/regulatory_source,,,E4,,,,
source::https_ir.ionis.com_news-releases_news-release-details_ionis-reports-fir_68d904c2,Ionis Q1 2026 pipeline update,source,Source__Ionis_Q1_2026_pipeline_update,pipeline/source;source/official_competitor_update,,,E4,,,,
source::https_www.uniqure.com_programs-pipeline_als-sod1,uniQure AMT-162 ALS program,source,Source__uniQure_AMT-162_ALS_program,pipeline/source;source/official_competitor_pipeline,,,E4,,,,
source::https_doi.org_10.1016_j.neuroscience.2025.03.026,Evaluation of AAV transduction efficiency via multiple delivery routes,source,Source__Evaluation_of_AAV_transduction_efficiency_via_multiple_delivery_routes,pipeline/source;source/peer_reviewed_publication,,,E4,,,,
source::https_pharm.edaily.co.kr_news_read_newsid=01626886638852512,GenixCure recombinant AAV platform interview,source,Source__GenixCure_recombinant_AAV_platform_interview,pipeline/source;source/reputable_biotech_news,,,E4,,,,
asset::aon-pp23,AON-PP23,asset,Asset__AON-PP23,pipeline/asset;theme/protein_homeostasis,6,Run Full Scout,E0,,,,
"review::astrion_co.,_ltd._aon-pp23",Fast Triage — AON-PP23,review,"Review__Astrion_Co.,_Ltd._AON-PP23",pipeline/review;workflow/fast_triage,6,Run Full Scout,E0,Fast Triage,Fast Triage,,
"company::astrion_co.,_ltd","Astrion Co., Ltd.",company,"Company__Astrion_Co.,_Ltd",pipeline/company,,,,,,,
target::α-synuclein_oligomer_aggregates,α-synuclein oligomer aggregates,target,Target__α-synuclein_oligomer_aggregates,pipeline/target,,,,,,,
moa::direct_degradation_of_α-synuclein_oligomers_via_pnac-screened_small_molecules,Direct degradation of α-synuclein oligomers via PNAC-screened small molecules,moa,MoA__Direct_degradation_of_α-synuclein_oligomers_via_PNAC-screened_small_molecules,pipeline/moa,,,,,,,
theme::protein_homeostasis,Protein Homeostasis,theme,Theme__Protein_Homeostasis,skbp/theme,,,,,,,
"scorecard::astrion_co.,_ltd._aon-pp23",Scorecard - AON-PP23,scorecard,"Scorecard__AON-PP23__Astrion_Co.,_Ltd._AON-PP23",pipeline/scorecard,6,Run Full Scout,E0,,,,
source::https_www.astrion.co.kr_en_board_board.php_bo_table=press&idx=16,Astrion press release — AON-PP23,source,Source__Astrion_press_release_—_AON-PP23,pipeline/source;source/other,,,E0,,,,
source::https_www.astrion.co.kr_en_m31.php,Astrion pipeline,source,Source__Astrion_pipeline,pipeline/source;source/official_company_pipeline,,,E0,,,,
source::https_www.astrion.co.kr_en_m43.php,Astrion R&D/publications,source,Source__Astrion_R&D_publications,pipeline/source;source/official_company_rnd,,,E0,,,,
asset::ast-029,AST-029,asset,Asset__AST-029,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::astrogen_ast-029,Fast Triage — AST-029,review,Review__Astrogen_AST-029,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::astrogen,Astrogen,company,Company__Astrogen,pipeline/company,,,,,,,
target::unknown,Unknown,target,Target__Unknown,pipeline/target,,,,,,,
scorecard::astrogen_ast-029,Scorecard - AST-029,scorecard,Scorecard__AST-029__Astrogen_AST-029,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_www.astrogen.co.kr_subpages_rnd_pipeline.html,Astrogen official pipeline,source,Source__Astrogen_official_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_drug_8838d6bb4948449aabaec2570f5d747c,Synapse — AST-029,source,Source__Synapse_—_AST-029,pipeline/source;source/pipeline_database,,,E0,,,,
asset::ast-030,AST-030,asset,Asset__AST-030,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::astrogen_ast-030,Fast Triage — AST-030,review,Review__Astrogen_AST-030,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
indication::parkinson's_disease;_pulmonary_fibrosis,Parkinson's disease; pulmonary fibrosis,indication,Indication__Parkinson's_disease;_pulmonary_fibrosis,pipeline/indication,,,,,,,
scorecard::astrogen_ast-030,Scorecard - AST-030,scorecard,Scorecard__AST-030__Astrogen_AST-030,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_b00cbe607d104b6c8a5e7a7db02340af,Synapse — AST-030,source,Source__Synapse_—_AST-030,pipeline/source;source/pipeline_database,,,E0,,,,
asset::ast-008,AST-008,asset,Asset__AST-008,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::astrogen_ast-008,Fast Triage — AST-008,review,Review__Astrogen_AST-008,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
indication::myoclonic_epilepsy,Myoclonic epilepsy,indication,Indication__Myoclonic_epilepsy,pipeline/indication,,,,,,,
scorecard::astrogen_ast-008,Scorecard - AST-008,scorecard,Scorecard__AST-008__Astrogen_AST-008,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_238695669a684fd7b605ca5413f69ed8,Synapse — AST-008 (Astrogen),source,Source__Synapse_—_AST-008_(Astrogen),pipeline/source;source/other,,,E0,,,,
asset::ast-004,AST-004,asset,Asset__AST-004,pipeline/asset;theme/unknown,1,Do not run Full Scout,E0,,,,
review::astrogen_ast-004,Fast Triage — AST-004,review,Review__Astrogen_AST-004,pipeline/review;workflow/fast_triage,1,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
indication::rett_syndrome,Rett syndrome,indication,Indication__Rett_syndrome,pipeline/indication,,,,,,,
scorecard::astrogen_ast-004,Scorecard - AST-004,scorecard,Scorecard__AST-004__Astrogen_AST-004,pipeline/scorecard,1,Do not run Full Scout,E0,,,,
source::https_astrogen.co.kr_eng_subpages_news_press.html_board_id=board_bpds_e_4a33502b,Astrogen 2026 pipeline update,source,Source__Astrogen_2026_pipeline_update,pipeline/source;source/official_company_press_release,,,E0,,,,
asset::ast-031,AST-031,asset,Asset__AST-031,pipeline/asset;theme/others,2,Do not run Full Scout,E0,,,,
review::astrogen_inc._ast-031,Fast Triage — AST-031,review,Review__Astrogen_Inc._AST-031,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::astrogen_inc,Astrogen Inc.,company,Company__Astrogen_Inc,pipeline/company,,,,,,,
moa::selective_norepinephrine_reuptake_inhibitor,Selective norepinephrine reuptake inhibitor,moa,MoA__Selective_norepinephrine_reuptake_inhibitor,pipeline/moa,,,,,,,
indication::attention-deficit_hyperactivity_disorder,Attention-deficit/hyperactivity disorder,indication,Indication__Attention-deficit_hyperactivity_disorder,pipeline/indication,,,,,,,
scorecard::astrogen_inc._ast-031,Scorecard - AST-031,scorecard,Scorecard__AST-031__Astrogen_Inc._AST-031,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
asset::labthera-003,LABthera-003,asset,Asset__LABthera-003,pipeline/asset;theme/unknown,0,Do not run Full Scout,E0,,,,
"review::atogen_co.,_ltd._labthera-003",Fast Triage — LABthera-003,review,"Review__AtoGen_Co.,_Ltd._LABthera-003",pipeline/review;workflow/fast_triage,0,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
"company::atogen_co.,_ltd","AtoGen Co., Ltd.",company,"Company__AtoGen_Co.,_Ltd",pipeline/company,,,,,,,
modality::other,Other,modality,Modality__Other,pipeline/modality,,,,,,,
indication::depressive_disorder,Depressive disorder,indication,Indication__Depressive_disorder,pipeline/indication,,,,,,,
"scorecard::atogen_co.,_ltd._labthera-003",Scorecard - LABthera-003,scorecard,"Scorecard__LABthera-003__AtoGen_Co.,_Ltd._LABthera-003",pipeline/scorecard,0,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_11e6b00e21ed424dab356aedd22d4302,Synapse — LABthera-003,source,Source__Synapse_—_LABthera-003,pipeline/source;source/other,,,E0,,,,
source::https_atogen.kr_en_research_pipeline_overview,AtoGen official pipeline,source,Source__AtoGen_official_pipeline,pipeline/source;source/official_company_pipeline,,,E0,,,,
asset::aul003,AUL003,asset,Asset__AUL003,pipeline/asset;theme/others,6,Do not run Full Scout,E0,,,,
"review::aulbio_co.,_ltd._aul003",Fast Triage — AUL003,review,"Review__AULBIO_Co.,_Ltd._AUL003",pipeline/review;workflow/fast_triage,6,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
"company::aulbio_co.,_ltd","AULBIO Co., Ltd.",company,"Company__AULBIO_Co.,_Ltd",pipeline/company,,,,,,,
target::acetylcholinesterase_(ache),Acetylcholinesterase (AChE),target,Target__Acetylcholinesterase_(AChE),pipeline/target,,,,,,,
moa::long-acting_donepezil_acetylcholinesterase_inhibition,Long-acting donepezil acetylcholinesterase inhibition,moa,MoA__Long-acting_donepezil_acetylcholinesterase_inhibition,pipeline/moa,,,,,,,
indication::alzheimer's_disease,Alzheimer's disease,indication,Indication__Alzheimer's_disease,pipeline/indication,,,,,,,
"scorecard::aulbio_co.,_ltd._aul003",Scorecard - AUL003,scorecard,"Scorecard__AUL003__AULBIO_Co.,_Ltd._AUL003",pipeline/scorecard,6,Do not run Full Scout,E0,,,,
source::https_www.biospectator.com_news_view_21266,BioSpectator — AUL003 IND submission,source,Source__BioSpectator_—_AUL003_IND_submission,pipeline/source;source/other,,,E0,,,,
source::https_www.nia.nih.gov_health_alzheimers-treatment_how-alzheimers-disease-treated,NIA — Alzheimer's treatment,source,Source__NIA_—_Alzheimer's_treatment,pipeline/source;source/government_medical_source,,,E0,,,,
asset::as-401,AS-401,asset,Asset__AS-401,pipeline/asset;theme/unknown,0,Do not run Full Scout,E0,,,,
"review::autophagy_science_co.,_ltd._as-401",Fast Triage — AS-401,review,"Review__Autophagy_Science_Co.,_Ltd._AS-401",pipeline/review;workflow/fast_triage,0,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
"company::autophagy_science_co.,_ltd","Autophagy Science Co., Ltd.",company,"Company__Autophagy_Science_Co.,_Ltd",pipeline/company,,,,,,,
"scorecard::autophagy_science_co.,_ltd._as-401",Scorecard - AS-401,scorecard,"Scorecard__AS-401__Autophagy_Science_Co.,_Ltd._AS-401",pipeline/scorecard,0,Do not run Full Scout,E0,,,,
